sku,category,name,brand,model,description,specifications,price,stock,isActive
ACC-MOU-006,accesorio,Mouse Recargable Cybertel Energy,Cybertel,Energy,Mouse inalámbrico recargable diseño silencioso,"{""type"": ""mouse"", ""connectivity"": ""inalámbrico 2.4GHz""}",55,5,True
ACC-CMB-001,accesorio,Combo Teclado y Mouse Genius KM170,Genius,KM170,Kit teclado y mouse con cable USB para escritorio,"{""type"": ""combo teclado+mouse"", ""connectivity"": ""USB cable""}",75,2,True
ACC-CMB-002,accesorio,Combo Teclado y Mouse Inalámbrico Cybertel,Cybertel,Hamilton,Kit teclado y mouse inalámbrico para oficina,"{""type"": ""combo teclado+mouse"", ""connectivity"": ""inalámbrico 2.4GHz""}",90,1,True
ACC-CMB-003,accesorio,Combo Teclado y Mouse Gamer AOAS,AOAS,Gamer RGB,Kit gamer con teclado iluminado y mouse RGB,"{""type"": ""combo teclado+mouse"", ""connectivity"": ""USB cable""}",65,1,True
ACC-AUD-001,accesorio,Audífonos Inalámbricos Bluetooth M10,Genérico,M10,Audífonos TWS Bluetooth con estuche de carga,"{""type"": ""audífono"", ""connectivity"": ""Bluetooth 5.0""}",50,1,True
ACC-AUD-002,accesorio,Audífonos Inalámbricos Deportivos,Genérico,Sport-BT,Audífonos Bluetooth deportivos resistentes al sudor,"{""type"": ""audífono"", ""connectivity"": ""Bluetooth""}",30,5,True
ACC-AUD-003,accesorio,Audífono Vincha Gamer Avatec,Avatec,3067B,"Audífono gamer con micrófono, luces LED y sonido envolvente","{""type"": ""audífono"", ""connectivity"": ""USB + 3.5mm""}",75,1,True
ACC-AUD-004,accesorio,Audífono Vincha Extra Bass Bluetooth,Genérico,ExtraBass-BT,Audífono vincha Bluetooth con extra bass tipo Sony,"{""type"": ""audífono"", ""connectivity"": ""Bluetooth""}",65,5,True
ACC-AUD-005,accesorio,Audífonos Philips con Cable,Philips,TAUE100,Audífonos in-ear con cable y micrófono integrado,"{""type"": ""audífono"", ""connectivity"": ""3.5mm""}",35,5,True
ACC-TIN-001,accesorio,Tinta Epson 544 Negro Original,Epson,T544120,"Tinta negra original para impresoras Epson EcoTank L1110, L3110, L3150, L3250","{""type"": ""tinta"", ""color"": ""negro"", ""capacity"": ""65ml"", ""compatibleWith"": [""Epson L1110"", ""Epson L3110"", ""Epson L3150"", ""Epson L3250""]}",45,9,True
ACC-TIN-002,accesorio,Tinta Epson 544 Cyan Original,Epson,T544220,Tinta cyan original para impresoras Epson EcoTank,"{""type"": ""tinta"", ""color"": ""cyan"", ""capacity"": ""65ml"", ""compatibleWith"": [""Epson L1110"", ""Epson L3110"", ""Epson L3150"", ""Epson L3250""]}",45,4,True
ACC-TIN-003,accesorio,Tinta Epson 544 Magenta Original,Epson,T544320,Tinta magenta original para impresoras Epson EcoTank,"{""type"": ""tinta"", ""color"": ""magenta"", ""capacity"": ""65ml"", ""compatibleWith"": [""Epson L1110"", ""Epson L3110"", ""Epson L3150"", ""Epson L3250""]}",45,15,True
ACC-TIN-004,accesorio,Tinta Epson 544 Amarillo Original,Epson,T544420,Tinta amarilla original para impresoras Epson EcoTank,"{""type"": ""tinta"", ""color"": ""amarillo"", ""capacity"": ""65ml"", ""compatibleWith"": [""Epson L1110"", ""Epson L3110"", ""Epson L3150"", ""Epson L3250""]}",45,9,True
ACC-TIN-005,accesorio,Tinta Epson 504 Negro Original,Epson,T504120,"Tinta negra original para Epson L4150, L4160, L6161, L6171, L6191","{""type"": ""tinta"", ""color"": ""negro"", ""capacity"": ""127ml"", ""compatibleWith"": [""Epson L4150"", ""Epson L4160"", ""Epson L6161""]}",50,8,True
ACC-TIN-006,accesorio,Tinta Canon GI-10 Black,Canon,GI-10 PGBK,"Tinta negra para Canon PIXMA G5010, G6010, G7010, GM2010","{""type"": ""tinta"", ""color"": ""negro"", ""capacity"": ""170ml"", ""compatibleWith"": [""Canon G5010"", ""Canon G6010"", ""Canon G7010""]}",50,8,True
ACC-TIN-007,accesorio,Tinta Canon GI-10 Cyan,Canon,GI-10 C,"Tinta cyan para Canon PIXMA G5010, G6010, G7010","{""type"": ""tinta"", ""color"": ""cyan"", ""capacity"": ""70ml"", ""compatibleWith"": [""Canon G5010"", ""Canon G6010"", ""Canon G7010""]}",45,8,True
ACC-TIN-008,accesorio,Tinta Brother 5001 Cyan,Brother,BT5001C,"Tinta cyan para impresoras Brother DCP-T310, T510W, T710W","{""type"": ""tinta"", ""color"": ""cyan"", ""capacity"": ""48.8ml"", ""compatibleWith"": [""Brother DCP-T310"", ""Brother DCP-T510W"", ""Brother DCP-T710W""]}",45,4,True
ACC-TIN-009,accesorio,Tintas HP GT53 Negra,HP,GT53,"Tinta negra para impresoras HP Smart Tank 515, 530, 615","{""type"": ""tinta"", ""color"": ""negro"", ""capacity"": ""90ml"", ""compatibleWith"": [""HP Smart Tank 515"", ""HP Smart Tank 530"", ""HP Smart Tank 615""]}",45,0,True
ACC-TIN-010,accesorio,Tintas HP GT52 Cyan,HP,GT52 Cyan,Tinta cyan para impresoras HP Smart Tank,"{""type"": ""tinta"", ""color"": ""cyan"", ""capacity"": ""70ml"", ""compatibleWith"": [""HP Smart Tank 515"", ""HP Smart Tank 530""]}",45,5,True
ACC-CAB-001,accesorio,Cable HDMI 1.8m con Malla 4K,Genérico,HDMI-1.8M,Cable HDMI de alta velocidad con malla protectora,"{""type"": ""cable"", ""length"": ""1.8m"", ""standard"": ""HDMI 2.0""}",20,16,True
ACC-CAB-002,accesorio,Cable HDMI 5m 4K,Genérico,HDMI-5M,Cable HDMI largo para proyecciones y conexiones a distancia,"{""type"": ""cable"", ""length"": ""5m"", ""standard"": ""HDMI 2.0""}",45,5,True
ACC-CAB-003,accesorio,Cable de Datos para Impresora USB-B,Genérico,USB-Printer,Cable USB tipo A a tipo B para conectar impresoras,"{""type"": ""cable"", ""length"": ""1.5m"", ""standard"": ""USB 2.0""}",15,39,True
ACC-CAB-004,accesorio,Cable Datos/Carga USB Tipo C 5.5A,Romax,TC-5.5A,Cable de carga rápida y datos USB Tipo C,"{""type"": ""cable"", ""length"": ""1m"", ""standard"": ""USB-C""}",18,7,True
ACC-CAB-005,accesorio,Cable VGA a 2 VGA Splitter,Genérico,VGA-Split,Cable divisor VGA para duplicar señal de video,"{""type"": ""cable"", ""standard"": ""VGA""}",20,11,True
ACC-ADP-001,accesorio,Adaptador HDMI a VGA con Audio,Genérico,HDMI-VGA-AUD,Conversor HDMI a VGA con salida de audio 3.5mm,"{""type"": ""adaptador""}",30,16,True
ACC-ADP-002,accesorio,Adaptador DisplayPort a HDMI 4K,Genérico,DP-HDMI-4K,Conversor DisplayPort a HDMI compatible con resolución 4K,"{""type"": ""adaptador""}",40,16,True
ACC-ADP-003,accesorio,Adaptador USB 3.0 a RJ45 LAN,Genérico,USB3-RJ45,Adaptador de red ethernet USB 3.0 para laptops sin puerto LAN,"{""type"": ""adaptador""}",60,9,True
ACC-ADP-004,accesorio,Adaptador Tipo C a HDMI,Genérico,TC-HDMI,Conversor USB Tipo C a HDMI para laptops y celulares,"{""type"": ""adaptador""}",45,4,True
ACC-ADP-005,accesorio,Adaptador SATA a USB 3.0,Genérico,SATA-USB3,Adaptador para conectar discos SATA externos por USB 3.0,"{""type"": ""adaptador""}",40,7,True
ACC-ADP-006,accesorio,Adaptador Bluetooth USB,Genérico,BT-USB,Dongle Bluetooth USB para agregar conectividad inalámbrica a PC,"{""type"": ""adaptador""}",40,1,True
ACC-RED-001,accesorio,Router TP-Link N300 2 Antenas,TP-Link,TL-WR841N,Router inalámbrico 300Mbps ideal para hogar y oficina,"{""type"": ""router"", ""speed"": ""300Mbps"", ""antennas"": ""2""}",100,2,True
ACC-RED-002,accesorio,Router TP-Link AC1200 Doble Banda Gigabit,TP-Link,EC220-G5,Router doble banda WiFi 5 con puertos Gigabit,"{""type"": ""router"", ""speed"": ""AC1200"", ""antennas"": ""4""}",180,2,True
ACC-RED-003,accesorio,Switch TP-Link 5 Puertos,TP-Link,TL-SF1005D,Switch de red de 5 puertos 10/100Mbps,"{""type"": ""switch"", ""ports"": ""5""}",80,1,True
ACC-RED-004,accesorio,Switch D-Link 8 Puertos,D-Link,DES-1008A,Switch de red de 8 puertos 10/100Mbps,"{""type"": ""switch"", ""ports"": ""8""}",80,2,True
ACC-RED-005,accesorio,Extender HDMI 30m por RJ45,Genérico,HDMI-EXT-30M,Extensor HDMI hasta 30 metros usando cable de red CAT5/6,"{""type"": ""extensor"", ""maxDistance"": ""30m""}",60,15,True
ACC-COL-001,accesorio,Cooler para Laptop 4 Ventiladores,Genérico,CL-4FAN,Base refrigerante para laptop con 4 ventiladores y luces LED,"{""type"": ""cooler"", ""fans"": ""4""}",85,1,True
ACC-COL-002,accesorio,Cooler Gamer RGB para Laptop,Genérico,CL-RGB,Base refrigerante gamer con iluminación RGB ajustable,"{""type"": ""cooler"", ""fans"": ""2"", ""rgb"": ""sí""}",80,2,True
ACC-PAD-001,accesorio,Pad Mouse con Almohadilla de Gel,Genérico,PM-Gel,Pad mouse ergonómico con soporte de gel para muñeca,"{""type"": ""pad mouse""}",19,20,True
ACC-PAD-002,accesorio,Pad Mouse 80x30cm RGB LED,Genérico,PM-RGB-XL,Pad mouse extendido con iluminación LED RGB,"{""type"": ""pad mouse"", ""size"": ""80x30cm""}",48,1,True
ACC-MEM-001,accesorio,Memoria USB 32GB Kingston,Kingston,DT Exodia 32GB,Memoria USB 3.2 de 32GB con tapa deslizable,"{""type"": ""memoria USB"", ""capacity"": ""32GB"", ""interface"": ""USB 3.2""}",25,10,True
ACC-MEM-002,accesorio,Memoria USB 64GB Kingston,Kingston,DT Exodia 64GB,Memoria USB 3.2 de 64GB para almacenamiento portátil,"{""type"": ""memoria USB"", ""capacity"": ""64GB"", ""interface"": ""USB 3.2""}",40,5,True
ACC-MEM-003,accesorio,Memoria MicroSD 64GB Kingston,Kingston,Canvas Select Plus 64GB,"Tarjeta MicroSD con adaptador SD, ideal para celulares y cámaras","{""type"": ""microSD"", ""capacity"": ""64GB"", ""class"": ""Class 10, UHS-I""}",35,5,True
ACC-IMP-001,accesorio,Rodillos para Impresora Epson L3110-L3250,Genérico,Roller-L3250,"Kit de rodillos de alimentación para Epson L3110, L3150, L3250, L4260","{""type"": ""repuesto impresora"", ""compatibleWith"": [""Epson L3110"", ""Epson L3150"", ""Epson L3250"", ""Epson L4260""]}",60,10,True
ACC-IMP-002,accesorio,Fuente de Poder Impresora Epson 4 dígitos,Genérico,PSU-Epson-4D,"Fuente de poder compatible con Epson L4150, L4160, L4260","{""type"": ""repuesto impresora"", ""compatibleWith"": [""Epson L4150"", ""Epson L4160"", ""Epson L4260""]}",120,5,True
ACC-IMP-003,accesorio,Cabezal Epson Serie L210-L495,Epson,Cabezal L-series,Cabezal de impresión original para Epson serie L de 3 dígitos,"{""type"": ""repuesto impresora"", ""compatibleWith"": [""Epson L210"", ""Epson L220"", ""Epson L355"", ""Epson L365"", ""Epson L375"", ""Epson L395"", ""Epson L455"", ""Epson L495""]}",390,0,True
ACC-ELE-001,accesorio,Cargador Monitor LG 19V 1.3A,Genérico,LG-MON-PSU,Fuente de poder para monitores LG 19-24 pulgadas,"{""type"": ""cargador monitor"", ""compatibleWith"": [""LG""]}",60,7,True
ACC-ELE-002,accesorio,Rack para Monitor en Pared,Genérico,Rack-Wall,Soporte de pared para monitores de 14 a 42 pulgadas,"{""type"": ""soporte"", ""compatibility"": ""14-42 pulgadas""}",70,1,True
ACC-ELE-003,accesorio,Estabilizador de Voltaje 1000VA,Forza,FVR-1012,Estabilizador de voltaje con 4 tomas para proteger equipos,"{""type"": ""estabilizador"", ""capacity"": ""1000VA"", ""outlets"": ""4""}",120,3,True
ACC-ELE-004,accesorio,UPS 600VA Regulador y Batería,Forza,NT-611,"UPS con regulador integrado, protección contra apagones","{""type"": ""ups"", ""capacity"": ""600VA"", ""outlets"": ""6""}",250,2,True
ACC-HUB-001,accesorio,Hub USB 3.0 de 4 Puertos,Genérico,Hub-4P,Hub USB con 4 puertos para expandir conectividad,"{""type"": ""hub USB"", ""ports"": ""4"", ""standard"": ""USB 3.0""}",35,8,True
ACC-HUB-002,accesorio,Hub USB Tipo C 7 en 1,Genérico,Hub-TC-7in1,"Hub multiport USB-C: HDMI, USB 3.0 x2, SD, MicroSD, USB-C PD, RJ45","{""type"": ""hub USB-C"", ""ports"": ""7""}",120,3,True
ACC-CAB-006,accesorio,Cable de Poder para PC,Genérico,PWR-PC,Cable de poder estándar para fuente de computadora de escritorio,"{""type"": ""cable"", ""standard"": ""IEC C13""}",10,25,True
ACC-CAB-007,accesorio,Cable de Red UTP Cat 6 - 3m,Genérico,UTP-CAT6-3M,Cable de red categoría 6 para conexión ethernet de alta velocidad,"{""type"": ""cable"", ""length"": ""3m"", ""standard"": ""Cat 6""}",15,20,True
ACC-CAB-008,accesorio,Cable de Red UTP Cat 6 - 10m,Genérico,UTP-CAT6-10M,Cable de red de 10 metros para conexiones a distancia,"{""type"": ""cable"", ""length"": ""10m"", ""standard"": ""Cat 6""}",30,10,True
ACC-PRO-001,accesorio,"Protector de Pantalla Laptop 14""",Genérico,SP-14,Protector de pantalla antirreflejos para laptop de 14 pulgadas,"{""type"": ""protector"", ""size"": ""14\""""}",25,10,True
ACC-PRO-002,accesorio,"Protector de Pantalla Laptop 15.6""",Genérico,SP-15.6,Protector de pantalla antirreflejos para laptop de 15.6 pulgadas,"{""type"": ""protector"", ""size"": ""15.6\""""}",30,8,True
ACC-MOC-001,accesorio,"Mochila para Laptop 15.6"" con Puerto USB",Genérico,BKP-15.6,Mochila resistente al agua con compartimento acolchado para laptop y puerto USB de carga,"{""type"": ""mochila"", ""size"": ""15.6\"""", ""features"": ""puerto USB, resistente al agua""}",85,5,True
ACC-MIC-001,accesorio,Micrófono USB de Escritorio,Genérico,MIC-USB,Micrófono condensador USB para videollamadas y grabación,"{""type"": ""micr\u00f3fono"", ""connectivity"": ""USB""}",80,2,True
ACC-SPK-001,accesorio,Parlantes USB para PC,Genérico,SPK-USB-2.0,Parlantes 2.0 alimentados por USB con buen sonido para escritorio,"{""type"": ""parlante"", ""connectivity"": ""USB + 3.5mm"", ""channels"": ""2.0""}",45,6,True
ACC-SPK-002,accesorio,Parlante Bluetooth Portátil,Genérico,SPK-BT,Parlante Bluetooth portátil con batería recargable y sonido potente,"{""type"": ""parlante"", ""connectivity"": ""Bluetooth"", ""batteryLife"": ""6-8 horas""}",75,3,True
REP-FTE-001,componente,Fuente de Poder 600W para PC,Genérico,PSU-600W,Fuente de poder ATX 600W con certificación 80 Plus para PC de escritorio,"{""type"": ""fuente de poder"", ""watts"": ""600W"", ""certification"": ""80 Plus"", ""connectors"": ""24-pin, 8-pin CPU, 6+2 pin PCIe""}",200,3,True
REP-FTE-002,componente,Fuente de Poder 500W para PC,Genérico,PSU-500W,Fuente de poder ATX 500W estándar para PC de oficina,"{""type"": ""fuente de poder"", ""watts"": ""500W"", ""connectors"": ""24-pin, 4-pin CPU""}",150,4,True
REP-CSE-001,componente,Case ATX con Panel de Vidrio y 4 Ventiladores LED,GAMBYTE,Shield,Case gamer ATX con panel lateral de vidrio templado y ventiladores LED incluidos,"{""type"": ""case"", ""formFactor"": ""ATX"", ""features"": ""vidrio templado, 4 ventiladores LED""}",190,1,True
REP-CSE-002,componente,Case ATX Básico Negro,Genérico,ATX-Basic,Case ATX estándar para computadora de oficina o estudio,"{""type"": ""case"", ""formFactor"": ""ATX"", ""features"": ""2 bah\u00edas 3.5\"", 2 bah\u00edas 2.5\""""}",90,5,True
REP-PLB-001,componente,Placa Madre Intel LGA1200 H510,Genérico,H510M,Placa madre micro-ATX para procesadores Intel 10ma y 11va generación,"{""type"": ""placa madre"", ""socket"": ""LGA1200"", ""chipset"": ""H510"", ""formFactor"": ""micro-ATX"", ""ram"": ""DDR4, 2 slots""}",350,2,True
REP-PLB-002,componente,Placa Madre Intel LGA1700 B660,Genérico,B660M,Placa madre micro-ATX para procesadores Intel 12va y 13va generación,"{""type"": ""placa madre"", ""socket"": ""LGA1700"", ""chipset"": ""B660"", ""formFactor"": ""micro-ATX"", ""ram"": ""DDR4, 2 slots""}",480,1,True
LAP-ASU-001,laptop,Laptop Asus VivoBook 15 Ryzen 5,Asus,X515EA,Laptop delgada y ligera con buen rendimiento para productividad,"{""processor"": ""AMD Ryzen 5 5500U"", ""ram"": ""8GB DDR4"", ""storage"": ""512GB SSD NVMe"", ""display"": ""15.6\"" FullHD"", ""os"": ""Windows 11""}",2200,1,True
MON-ACR-001,monitor,"Monitor Acer 22"" IPS FullHD",Acer,SA220Q,Monitor IPS de 22 pulgadas con colores precisos para diseño,"{""size"": ""22\"""", ""resolution"": ""1920x1080"", ""panel"": ""IPS"", ""ports"": ""VGA, HDMI"", ""refreshRate"": ""75Hz""}",520,2,True
CAM-VIG-002,camara,Kit 4 Cámaras de Vigilancia + DVR,Hikvision,TK-4CH,"Kit de vigilancia con 4 cámaras tipo bala HD, DVR de 4 canales y accesorios","{""type"": ""kit vigilancia"", ""cameras"": ""4"", ""resolution"": ""1080p"", ""dvr"": ""4 canales"", ""storage"": ""sin disco""}",850,1,True
IMP-BRO-001,impresora,Impresora Multifuncional Brother DCP-T520W,Brother,DCP-T520W,Impresora multifuncional WiFi con tanque de tinta recargable Brother,"{""type"": ""multifuncional"", ""connectivity"": ""WiFi, USB"", ""printType"": ""tinta continua"", ""functions"": ""impresi\u00f3n, copia, escaneo""}",780,1,True
ACC-TIN-011,accesorio,Tinta Epson 664 Negro Original,Epson,T664120,"Tinta negra para impresoras Epson L120, L200, L210, L220, L355, L365","{""type"": ""tinta"", ""color"": ""negro"", ""capacity"": ""70ml"", ""compatibleWith"": [""Epson L120"", ""Epson L200"", ""Epson L210"", ""Epson L220"", ""Epson L355"", ""Epson L365""]}",45,7,True
ACC-TIN-012,accesorio,Tinta Canon GI-10 Magenta,Canon,GI-10 M,"Tinta magenta para Canon PIXMA G5010, G6010, G7010","{""type"": ""tinta"", ""color"": ""magenta"", ""capacity"": ""70ml"", ""compatibleWith"": [""Canon G5010"", ""Canon G6010"", ""Canon G7010""]}",45,6,True
ACC-TIN-013,accesorio,Tinta Brother 5001 Magenta,Brother,BT5001M,"Tinta magenta para impresoras Brother DCP-T310, T510W, T710W","{""type"": ""tinta"", ""color"": ""magenta"", ""capacity"": ""48.8ml"", ""compatibleWith"": [""Brother DCP-T310"", ""Brother DCP-T510W"", ""Brother DCP-T710W""]}",45,4,True
ACC-TIN-014,accesorio,Tinta Brother 5001 Amarillo,Brother,BT5001Y,"Tinta amarilla para impresoras Brother DCP-T310, T510W, T710W","{""type"": ""tinta"", ""color"": ""amarillo"", ""capacity"": ""48.8ml"", ""compatibleWith"": [""Brother DCP-T310"", ""Brother DCP-T510W"", ""Brother DCP-T710W""]}",45,5,True
ACC-TIN-015,accesorio,Tintas HP GT52 Magenta,HP,GT52 Magenta,Tinta magenta para impresoras HP Smart Tank,"{""type"": ""tinta"", ""color"": ""magenta"", ""capacity"": ""70ml"", ""compatibleWith"": [""HP Smart Tank 515"", ""HP Smart Tank 530""]}",45,3,True
ACC-TIN-016,accesorio,Tintas HP GT52 Amarillo,HP,GT52 Yellow,Tinta amarilla para impresoras HP Smart Tank,"{""type"": ""tinta"", ""color"": ""amarillo"", ""capacity"": ""70ml"", ""compatibleWith"": [""HP Smart Tank 515"", ""HP Smart Tank 530""]}",45,2,True
ACC-TIN-017,accesorio,Tintas Pixma 190 Negro,Canon,PG-190,"Cartucho negro para Canon Pixma G1100, G2100, G3100","{""type"": ""tinta"", ""color"": ""negro"", ""compatibleWith"": [""Canon Pixma G1100"", ""Canon Pixma G2100"", ""Canon Pixma G3100""]}",45,3,True
